"
PLS_Infrastructure / נתוני תשתיות פריט 3
Organization Code Parameter: 'PLS', Item Number Parameter: '02%'"

"ORG","Item Number","ENG Description","HEB Description","Status Code","Lifecycle Phase","Make / Buy","Unit Weight","Marketing Package","Pack Qty"
"PLS","02322239","NOT ACTIVE- CONE VIEW PANEL FOR BFT SILO","NOT ACTIVE-- חלון תצפית למשפך המיכל לסילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322240","PVC EXHAUST PIPE 200MM FOR SILO  3 METER","סילו פנואמטי -צינור פליטה 200ממ PVC שלושה מטר","Active","Production","Buy","","",0
"PLS","02322241","PVC EXHAUST PIPE 160MM-4.2MM FOR SILO BFT 3 METER","סילו BFT פנואמטי -צינור פליטה 160ממ-4.2ממ PVC שלושה מטר","Active","Production","Buy","","",0
"PLS","02322242","PVC EXHAUST PIPE 160MM-4.2MM FOR SILO BFT 4 METER","סילו BFT פנואמטי -צינור פליטה 160ממ-4.2ממ PVC ארבע מטר","Active","Production","Buy","","",0
"PLS","02322243","4 LONG LEG SET- 7 FEET SILO (BLK-12154)","סט 4 רגל ארוכה- 7 פיט סילו  (BLK-12154)","Active","Production","Buy","","",0
"PLS","02322244","7 FT RING PAIR FOR LEG NO.2(PINK/BLUE) BFT","טבעת 7 פיט ורוד/כחול(זוג)רגל מס' 2 לסילו BFT","Active","Production","Buy","","",0
"PLS","02322245","FIRST RING PAIR&SCREW&MASTIK(BROWN) BFT","טבעת ראשונה חום(זוג)&ברגים ומסטיק לסילו BFT","Active","Production","Buy","","",0
"PLS","02322246","UPPER RING PAIR&SCREW&MASTIK(RED) BFT","טבעת עליונה אדום(זוג)&ברגים ומסטיק לסילו BFT","Active","Production","Buy","","MAS",1
"PLS","02322247","CENTER RING PAIR&SCREW&MASTIK(ORANGE) BFT","טבעת אמצעית כתום/אדום(זוג)&ברגים ומסטיק לסילו BFT","Active","Production","Buy","","",0
"PLS","02322248","NOT ACTIVE- CAULKING MASS(ROLL)","NOT ACTIVE-- מסטיק לאטימה (גליל)","Inactive","Retirement","Buy","","",0
"PLS","02322249","NOT ACTIVE- SCREW FOR BFT SILO RING","NOT ACTIVE-- בורג לחיבורי טבעת סילו","Inactive","Retirement","Buy","","",0
"PLS","02322250","PLASSON LOGO PANEL FOR SILO","שלט פח לוגו לסילו","Active","Production","Buy","","",0
"PLS","02322251","JAMBO SCREW 150 x 16M FOR SILO LEGS","בורג ג'מבו 16ממ ×150 לרגלי סילו","Active","Production","Buy","","",0
"PLS","02322252","SEAL WASHER 8MM","שייבה עם אטם 8 ממ","Active","Production","Buy","","",0
"PLS","02322253","NOT ACTIVE- OMEGA PIPE CLAMP 110MM","NOT ACTIVE-- שלה אומגה קלה 110מ""מ","Inactive","Retirement","Buy","","",0
"PLS","02322254","NOT ACTIVE- PARTS FOR PIPE CLAMP","NOT ACTIVE-- ערכת ברגים למהדק צינור לסילו","Inactive","Retirement","Make","","",0
"PLS","02322255","HOPPER SHEET BFT SILO(BLK-12302)","משפך-פלחים (BLK-12302) סילו BFT","Active","Production","Buy","","",0
"PLS","02322256","ROOF PANEL BFT SILO(BLK-RB-7)","גג - פלחים (BLK-RB-7) סילו BFT","Active","Production","Buy","","",0
"PLS","02322257","ROOF PANEL W/ HOLE BFT SILO(730PFH)","גג עם חור - פלחים (730PFH) סילו BFT","Active","Production","Buy","","",0
"PLS","02322258","ROOF CAP BFT SILO(BLK-11651)","מכסה גג (BLK-11651) סילו BFT","Active","Production","Buy","","",0
"PLS","02322259","HOPPER COLLAR BFT SILO(BLK-10488)","טבעת פתח משפך תחתונה (BLK-10488) סילו BFT","Active","Production","Buy","","",0
"PLS","02322260","SET OF 4 SHORT LEG BFT SILO(BLK-12153)","סט של 4 רגליים קצרות (BLK-12153) סילו BFT","Active","Production","Buy","","",0
"PLS","02322261","INNER CROSS TIE BRACE BFT SILO(BLK-12068)","חיזוקי צלב רגליים פנימי (BLK-12068) סילו BFT","Active","Production","Buy","","",0
"PLS","02322262","OUTER CROSS TIE BRACE BFT SILO(BLK-12069)","חיזוקי צלב רגליים חיצוני (BLK-12069) סילו BFT","Active","Production","Buy","","",0
"PLS","02322263","HOPPER TO LEG HORIZONTAL BRACE BFT SILO(BLK-12127)","חיזוקי רגל משפך (BLK-12127) סילו BFT","Active","Production","Buy","","",0
"PLS","02322264","NOT ACTIVE- HOPPER BRACE BFT SILO(BLK-12519)","NOT ACTIVE-- זויות לחיזוק משפך (BLK-12519) סילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322265","LADDER BFT SILO(LDR-4002)","סולמות (LDR-4002) סילו BFT","Active","Production","Buy","","",0
"PLS","02322266","ROOF LADDER SUPPORT BFT SILO(BLK-11797)","זויות תמיכה עליונה לסולם (BLK-11797) סילו BFT","Active","Production","Buy","","",0
"PLS","02322267","LADDER ARCH REINFORCMENT BFT SILO(BLK-10148)","קשת חיזוק סולם (BLK-10148) סילו BFT","Active","Production","Buy","","",0
"PLS","02322268","4-RING PARTS KIT BFT SILO(BLK-12174)","ארגז אביזרים ל 4 טבעות (BLK-12174) סילו BFT","Active","Production","Buy","","",0
"PLS","02322269","NOT ACTIVE- 5-RING PARTS KIT BFT SILO(BLK-12175)","NOT ACTIVE-- ארגז אביזרים ל 5 טבעות (BLK-12175 ) סילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322270","PNEUMATIC FILL KIT BFT SILO (BLK-10204)","ארגז פניאומטיקה (BLK-10204) סילו BFT","Active","Production","Buy","","",0
"PLS","02322271","PNEUMATIC FILL PIPE PARTS KIT BFT SILO(BLK-10211)","ארגז מתאמים  (BLK-10211) סילו BFT","Active","Production","Buy","","",0
"PLS","02322272","NOT ACTIVE- LEG ANCHOR BACK BFT SILO(BLK-10057)","NOT ACTIVE--  BFT סילו (BLK-10057) עוגן רגל אחורי","Inactive","Retirement","Buy","","",0
"PLS","02322273","NOT ACTIVE- LEG ANCHOR FRONT BFT SILO(BLK-10058)","NOT ACTIVE-- BFT סילו (BLK-10058) עוגן רגל קדמי","Inactive","Retirement","Buy","","",0
"PLS","02322274","NOT ACTIVE- ROOF LOWER SUPPORT CHANNEL BRA BFT SILO(BLK-11673)","NOT ACTIVE-- BFT סילו (BLK-11673) תומך תחתי לסולם בגג","Inactive","Retirement","Buy","","",0
"PLS","02322275","NOT ACTIVE- ROOF LADDER RUNG BFT SILO(BLK-11679)","NOT ACTIVE-- BFT סילו (BLK-11679) שלב סולם גג","Inactive","Retirement","Buy","","",0
"PLS","02322276","NOT ACTIVE- LADDER EAVE SAFTEY RUNG BFT SILP(BLK-11680)","NOT ACTIVE-- BFT סילו (BLK-11680) ידית סולם גג","Inactive","Retirement","Buy","","",0
"PLS","02322277","NOT ACTIVE- OUTSIDE STANDOFF BRACKET BFT SILO(LS-121)","NOT ACTIVE--  BFT סילו (LS-121) מחבר סולם לסילו","Inactive","Retirement","Buy","","",0
"PLS","02322278","NOT ACTIVE- SAFETY CAGE STANDARD BRACKET BFT SILO(LS-4349)","NOT ACTIVE-- מחבר למגן סולם (LS-4349) סילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322279","NOT ACTIVE- SAFETY CAGE HALF HOOP BFT SILO(LS-4351)","NOT ACTIVE-- חצי טבעת למגן סולם (LS-4351) סילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322280","NOT ACTIVE- SAFETY CAGE 44, VERT. SUPPORT BFT SILO(LS-4353)","NOT ACTIVE-- סורג אנכי ""44 למגן סולם (LS-4353) סילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322281","NOT ACTIVE- CENTER SAFETY CAGE BRACE SECTION BFT SILO(LS-6615)","NOT ACTIVE-- צינור אמצעי למגן סולם (LS-6615) סילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322282","NOT ACTIVE- END SAFETY CAGE BRACE SECTION BFT SILO(LS-6616)","NOT ACTIVE-- צינור קצה למגן סולם (LS-6616) סילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322283","NOT ACTIVE- SAFETY CAGE 22"" VERT. SUPPORT BFT SILO(LS-4354)","NOT ACTIVE-- סורג אנכי ""22 למגן סולם (LS-4354) סילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322284","NOT ACTIVE- LADDER EXT.RAIL FOR SAFETY CAGE BFT SILO(LS-6696)","NOT ACTIVE-- מעקה חיצוני למגן סולם (LS-6696) סילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322285","NOT ACTIVE- REV.TOP SAFETY CAGE PKG BFT SILO(LS-4362LBR)","NOT ACTIVE-- קרטון אריזת חלקי מגן סולם (LS-4362LBR) סילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322300","NOT ACTIVE- METAL ARCH TUBE FOR UPPER FILLPIPE 4""","NOT ACTIVE-- קשת מתכת לצינור מילוי ""4","Inactive","Retirement","Buy","","",0
"PLS","02322301","NOT ACTIVE- SILO TO UPPER FILL PIPE FLANGE","NOT ACTIVE-- אוגן חיבור צינור מילוי עילי לסילו","Inactive","Retirement","Buy","","",0
"PLS","02323000","GALV. FEED HOPPER SINGLE (SHAFT 19 VER.3) W/SWITCH (SHORT) COM.","הופר מגולוון בודד (ציר 19 גרסה 3) עם מפסק קצר קומ.","Active","Production","Make",13.95,"HCA",3
"PLS","02323001","GALV. FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/SWITCH (SHORT) COM.","הופר מגולוון כפול (ציר 19 גרסה 3) עם מפסק קצר קומ.","Inactive","Retirement","Make","","HCA",0
"PLS","02323002","SS FEED HOPPER SINGLE (SHAFT 19 VER.3) W/SWITCH (SHORT) COM.","הופר נירוסטה בודד (ציר 19 גרסה 3) עם מפסק קצר קומ.","Active","Production","Make",13.8,"HCA",3
"PLS","02323003","SS FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/SWITCH (SHORT) COM.","הופר נירוסטה כפול (ציר 19 גרסה 3) עם מפסק קצר קומ.","Active","Production","Make",16.8,"HCA",3
"PLS","02323004","GALV. FEED HOPPER SINGLE (SHAFT 19 VER.3) W/SWITCH (LAST LINE) COM.","הופר מגולוון בודד (ציר 19 גרסה 3) עם מפסק קו אחרון קומ.","Active","Production","Make",13.95,"HCA",3
"PLS","02323005","GALV. FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/SWITCH (LAST LINE) COM.","הופר מגולוון כפול (ציר 19 גרסה 3) עם מפסק קו אחרון קומ.","Inactive","Retirement","Make","","HCA",0
"PLS","02323006","SS FEED HOPPER SINGLE (SHAFT 19 VER.3) W/SWITCH (LAST LINE) COM.","הופר נירוסטה בודד (ציר 19 גרסה 3) עם מפסק קו אחרון קומ.","Active","Production","Make",13.95,"HCA",3
"PLS","02323007","SS FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/SWITCH (LAST LINE) COM.","הופר נירוסטה כפול (ציר 19 גרסה 3) עם מפסק קו אחרון קומ.","Active","Production","Make","","HCA",3
"PLS","02323008","GALV. FEED HOPPER SINGLE (SHAFT 19 VER.3) W/SWITCH (SHORT) DIV. COM.","הופר מגולוון בודד (ציר 19 גרסה 3) עם מפסק קצר (דיברסיפייד) קומ.","Inactive","Retirement","Buy","","HCA",0
"PLS","02323009","GALV. FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/SWITCH (SHORT) DIV. COM.","הופר מגולוון כפול (ציר 19 גרסה 3) עם מפסק קצר (דיברסיפייד) קומ.","Inactive","Retirement","Buy","","HCA",0
"PLS","02323010","GALV. FEED HOPPER SINGLE (SHAFT 19 VER.3) W/PROX. SWITCH DIV. COM.","הופר מגולוון בודד (ציר 19 גרסה 3) עם מפסק קרבה (דיברסיפייד) קומ","Inactive","Retirement","Buy","","HCA",0
"PLS","02323011","GALV. FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/PROX. SWITCH DIV. COM.","הופר מגולוון כפול (ציר 19 גרסה 3) עם מפסק קרבה (דיברסיפייד) קומ.","Inactive","Retirement","Buy","","HCA",0
"PLS","02323012","GALV. FEED HOPPER SINGLE (SHAFT 19 VER.3) W/O SWITCH DIV. COM.","הופר מגולוון בודד (ציר 19 גרסה 3) ללא מפסק (דיברסיפייד) קומ.","Inactive","Retirement","Buy","","HCA",0
"PLS","02323013","GALV. FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/O SWITCH DIV. COM.","הופר מגולוון כפול (ציר 19 גרסה 3) ללא מפסק (דיברסיפייד) קומ.","Inactive","Retirement","Buy","","HCA",0
"PLS","02323014","GALV. FEED HOPPER SINGLE (SHAFT 19 VER.3) W/SWITCH (LAST LINE) DIV. COM.","הופר מגולוון בודד (ציר 19 גרסה 3) עם מפסק קו אחרון (דיברסיפייד) קומ.","Inactive","Retirement","Buy","","HCA",0
"PLS","02323015","GALV. FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/SWITCH (LAST LINE) DIV. COM.","הופר מגולוון כפול (ציר 19 גרסה 3) עם מפסק קו אחרון (דיברסיפייד) קומ.","Inactive","Retirement","Buy","","HCA",0
"PLS","02323016","GALV. FEED HOPPER SINGLE (SHAFT 19 VER.3) W/O HOPPER W/SWITCH (SHORT) COM.","הופר מגולוון בודד (ציר 19 גרסה 3) ללא הופר עם מפסק קצר קומ.","Active","Production","Make","","HCA",3
"PLS","02323017","GALV. FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/O HOPPER W/SWITCH (SHORT) COM.","הופר מגולוון כפול (ציר 19 גרסה 3) ללא הופר עם מפסק קצר קומ.","Inactive","Retirement","Make","","HCA",0
"PLS","02323018","SS FEED HOPPER SINGLE (SHAFT 19 VER.3) W/O HOPPER W/SWITCH (SHORT) COM.","הופר נירוסטה בודד (ציר 19 גרסה 3) ללא הופר עם מפסק קצר קומ.","Active","Production","Make","","HCA",3
"PLS","02323019","SS FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/O HOPPER W/SWITCH (SHORT) COM.","הופר נירוסטה כפול (ציר 19 גרסה 3) ללא הופר עם מפסק קצר קומ.","Active","Production","Make","","HCA",3
"PLS","02323020","GALV. FEED HOPPER SINGLE (SHAFT 19 VER.3) W/O HOPPER W/SWITCH (LAST LINE) COM.","הופר מגולוון בודד (ציר 19 גרסה 3) ללא הופר עם מפסק קו אחרון קומ.","Active","Production","Make","","HCA",3
"PLS","02323021","GALV. FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/O HOPPER W/SWITCH (LAST LINE) COM.","הופר מגולוון כפול (ציר 19 גרסה 3) ללא הופר עם מפסק קו אחרון קומ.","Active","Production","Make","","HCA",3
"PLS","02323022","SS FEED HOPPER SINGLE (SHAFT 19 VER.3) W/O HOPPER W/SWITCH (LAST LINE) COM.","הופר נירוסטה בודד (ציר 19 גרסה 3) ללא הופר עם מפסק קו אחרון קומ.","Active","Production","Make","","HCA",3
"PLS","02323023","SS FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/O HOPPER W/SWITCH (LAST LINE) COM.","הופר נירוסטה כפול (ציר 19 גרסה 3) ללא הופר עם מפסק קו אחרון קומ.","Active","Production","Make","","HCA",3
"PLS","02323024","GALV. FEED HOPPER SINGLE (SHAFT 19 VER.3) W/O SWITCHES COM.","הופר מגולוון בודד (ציר 19 גרסה 3) ללא מפסק קומ","Active","Production","Make","","HCA",3
"PLS","02323025","GALV. FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/O SWITCHES COM.","הופר מגולוון כפול (ציר 19 גרסה 3) ללא מפסק קומ","Active","Production","Make","","HCA",3
"PLS","02323026","SS FEED HOPPER SINGLE (SHAFT 19 VER.3) W/ PROX. SENSOR COM.","הופר נירוסטה בודד (ציר 19 גרסה 3) עם גשש קרבה קומ","Active","Production","Make","","HCA",3
"PLS","02323027","SS FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/ PROX. SENSOR COM.","הופר נירוסטה כפול (ציר 19 גרסה 3) עם גשש קרבה קומ","Active","Production","Make","","HCA",3
"PLS","02323028","GALV. FEED HOPPER SINGLE (SHAFT 19 VER.3) W/ PROX. SWITCH COM.","הופר מגולוון בודד (ציר 19 גרסה 3) עם מפסק קרבה קומ","Active","Production","Make","","HCA",3
"PLS","02323029","GALV. FEED HOPPER DOUBLE (SHAFT 19 VER.3) W/ PROX. SWITCH COM.","הופר מגולוון כפול (ציר 19 גרסה 3) עם מפסק קרבה קומ","Active","Production","Make","","HCA",3
"PLS","02323030","SS HOPPER BOOT SINGLE (SHAFT 19 VER.3) W/PLASTIC BOOT ADAPTOR COM.","בסיס הופר נירוסטה בודד (ציר 19 גרסה 3) עם מתאם פלסטי לבסיס הופר קומ.","Inactive","Retirement","Buy","","",0
"PLS","02323031","SS HOPPER BOOT DOUBLE (SHAFT 19 VER.3) W/PLASTIC BOOT ADAPTOR COM.","בסיס הופר נירוסטה כפול (ציר 19 גרסה 3) עם מתאם פלסטי לבסיס הופר קומ.","Inactive","Retirement","Buy","","",0
"PLS","02323032","GALV. HOPPER BOOT SINGLE (SHAFT 19 VER.3) W/PLASTIC BOOT ADAPTOR COM.","בסיס הופר מגולוון בודד (ציר 19 גרסה 3) עם מתאם פלסטי לבסיס הופר קומ.","Inactive","Retirement","Buy","","",0
"PLS","02323033","GALV. HOPPER BOOT DOUBLE (SHAFT 19 VER.3) W/PLASTIC BOOT ADAPTOR COM.","בסיס הופר מגולוון כפול (ציר 19 גרסה 3) עם מתאם פלסטי לבסיס הופר קומ.","Inactive","Retirement","Buy","","",0
"PLS","02323034","GALV. HOPPER BOOT SINGLE (SHAFT 19 VER.3) W/PLASTIC BOOT ADAPTOR (DIV) COM.","בסיס הופר מגולוון בודד (ציר 19 גרסה 3) עם מתאם פלסטי לבסיס הופר (דיברסיפייד) קומ.","Inactive","Retirement","Buy","","",0
"PLS","02323035","GALV. HOPPER BOOT DOUBLE (SHAFT 19 VER.3) W/PLASTIC BOOT ADAPTOR (DIV) COM.","בסיס הופר מגולוון כפול (ציר 19 גרסה 3) עם מתאם פלסטי לבסיס הופר (דיברסיפייד) קומ.","Inactive","Retirement","Buy","","",0
"PLS","02323036","SS. FEED HOPPER SINGLE (SHAFT 19 VER.3) W/O SWITCHES COM.","הופר נירוסטה בודד (ציר 19 גרסה 3) ללא מפסק קומ","Active","Production","Make",9.5,"FCA",3
"PLS","02323040","GALV. HOPPER BOOT SINGLE SET","סט בסיס הופר מגולוון בודד","Active","Production","Make",3.072,"MAS",4
"PLS","02323041","GALV. HOPPER BOOT DOUBLE SET","סט בסיס הופר מגולוון כפול","Active","Production","Make","","",0
"PLS","02323042","SS HOPPER BOOT SINGLE SET","סט בסיס הופר נירוסטה בודד","Active","Production","Make",3.41,"MAS",3
"PLS","02323043","SS HOPPER BOOT DOUBLE SET","סט בסיס הופר נירוסטה כפול","Active","Production","Make",5.92,"MAS",3
"PLS","02323044","UPPER HOPPER GUIDE SUPPORT SET","סט תומך עילי להופר","Active","Production","Buy",0.96,"MAS",8
"PLS","02323045","NOT ACTIVE-PLASTIC HOPPER SET","לא פעיל - סט הופר פלסטי","Inactive","Retirement","Make","","",0
"PLS","02323046","P-SENSOR DOL43 FOR HOPPER SET","סט מפסק קרבה DOL43 להופר","Active","Production","Buy","","",0
"PLS","02323047","HOPPER SWITCH KIT - LAST LINE (DIV)","מערכת מפסק הופר קו אחרון קומ (דיברסיפייד)","Inactive","Retirement","Buy","","",0
"PLS","02323048","HOPPER SWITCH KIT - SHORT (DIV)","מערכת מפסק הופר - קצר (דיברסיפייד)","Inactive","Retirement","Buy","","",0
"PLS","02323049","P-SENSOR DOL43 FOR HOPPER DIV. SET","סט מפסק קרבה DOL43 להופר (דיברסיפייד)","Inactive","Retirement","Buy","","",0
"PLS","02323093","C.U. DIA.45 (SHAFT 19) W/O GEAR FOR TURKEYS COM","קופסת בקרה 45 (ציר 19)ללא גיר להודים  קומ.","Active","Production","Buy","","MAS",2
"PLS","02323094","C.U. DIA.45 (SHAFT 19) W/GEAR 1:3.94 SQUARE   W /M-SWITCH COM.","קופסת בקרה 45 (ציר 19) עם  גיר 1:3.94 מרובע ומיקרוסוויטש קומ.","Active","Production","Make",8.4,"MAS",2
"PLS","02323095","DRIVE KIT FOR C.U. DIA.45 (SHAFT 19) W/ SQUARE GEAR 1:3.94  SET","סט יחידת הנעה לקופסת בקרה 45 (ציר 19) עם  גיר מרובע 1:3.94","Active","Production","Buy","","MAS",0
"PLS","02323096","CONTROL PAN D.45 (SHAFT 19) W/ SQUARE GEAR 1:3.94  COM.","צלחת פיקוד 45 (ציר 19) עם  גיר מרובע 1:3.94  קומ","Active","Production","Make",7.63,"MAS",1
"PLS","02323097","C.U. DIA.45 (SHAFT 19) W/ SQUARE GEAR 1:3.94 W/ P-SENSOR COM.","קופסת בקרה 45 (ציר 19) עם  גיר מרובע 1:3.94 וגשש קרבה קומ.","Active","Production","Make","","",0
"PLS","02323098","C.U. DIA.45(SHAFT DIA.19) W/SQUARE GEAR 1:3.94 W/M-SWITCH TURKEYS COM.","קופסת בקרה 45 (ציר 19) עם גיר מרובע1:3.94 ומיקרוסוויטש  להודים קומ","Active","Production","Make","","MAS",2
