"
PLS_Infrastructure / נתוני תשתיות פריט 3
Organization Code Parameter: 'PLS', Item Number Parameter: '02%'"

"ORG","Item Number","ENG Description","HEB Description","Status Code","Lifecycle Phase","Make / Buy","Unit Weight","Marketing Package","Pack Qty"
"PLS","02340568","HANDLER SET FOR ONE LINE MINI-HOPPER W/O TRACTION SET","HANDLER SET FOR ONE LINE MINI-HOPPER W/O TRACTION SET","Active","Production","Buy","","",0
"PLS","02340569","SIDE W/ COVER SET TWO LINE MINI-HOPPER W/O TRACTION SET","SIDE W/ COVER SET TWO LINE MINI-HOPPER W/O TRACTION SET","Active","Production","Buy","","",0
"PLS","02340570","STEEL RIVET 3/16""X10","STEEL RIVET 3/16""X10","Active","Production","Buy","","",0
"PLS","02340571","UPPER LEVEL FOR JOINT EXTENSION COVER SET","UPPER LEVEL FOR JOINT EXTENSION COVER SET","Active","Production","Buy","","",0
"PLS","02340572","LOWER LEVEL FOR JOINT FOR EXTENSION COVER SET","LOWER LEVEL FOR JOINT FOR EXTENSION COVER SET","Active","Production","Buy","","",0
"PLS","02340573","FIXING SUPPORT LEFT JOINT FOR EXTENSION COVER SET","FIXING SUPPORT LEFT JOINT FOR EXTENSION COVER SET","Active","Production","Buy","","",0
"PLS","02340574","FLAT WASHER (OD.11XID.5.5X0.5) ZINC.","FLAT WASHER (OD.11XID.5.5X0.5) ZINC.","Active","Production","Buy","","",0
"PLS","02340605","ONE LINE  TRACTION SHAFT","ציר הנעה קו אחד למאביס שרשרת","Inactive","Retirement","Buy","","",0
"PLS","02340608","CPACER 8 MM","תותב מרווח 8 מ""מ","Inactive","Retirement","Buy","","",0
"PLS","02340626","CORNER 90 DEG W/O LOCK HOOK SET","CORNER 90 DEG W/O LOCK HOOK SET","Active","Production","Buy","","",0
"PLS","02340636","POWER RELAY G7L-2A-BUB (OMR)","ממסר חשמלי G7L-2A-BUB (אומ)","Active","Production","Buy","","",0
"PLS","02340637","PCP2 MICROSWITCH AND SENSOR JUNCTION BOX SET -USA","PCP2 קופסת חיבורים למיקרוסוויץ' וגשש - ארה""ב","Active","Production","Make",0.585,"",0
"PLS","02340638","SPACER 85MM","תותב מרווח 85 ממ","Inactive","Retirement","Buy","","",0
"PLS","02340665","FOUR LINES TRACTION SHAFT","ציר הנע שרשרת  4 קווים","Inactive","Retirement","Buy","","",0
"PLS","02340668","SPACER 95 MM","תותב מרווח 95 ממ","Inactive","Retirement","Buy","","",0
"PLS","02340669","SPACER 77 MM","תותב מרווח 77 ממ","Inactive","Retirement","Buy","","",0
"PLS","02340670","SHUT OFF FEED PLATE","לוחית סגר מזון מאביס שרשרת","Inactive","Retirement","Buy","","",0
"PLS","02340671","PIN 1/4""X3/8""","PIN 1/4""X3/8""","Active","Production","Buy","","",0
"PLS","02340672","PIN 1/4""X7/8""","PIN 1/4""X7/8""","Active","Production","Buy","","",0
"PLS","02340760","HOPPER SCALE SET","ערכת משקל להופר","Inactive","Retirement","Buy","","",0
"PLS","02340761","HOPPER SCALE SIDE PANEL","הופר שקילה לוח צד","Inactive","Retirement","Buy","","",0
"PLS","02340762","NOT ACTIVE- HOPPER SCALE FRONT PANEL","NOT ACTIVE-- הופר שקילה לוח קדמי","Inactive","Retirement","Buy","","",0
"PLS","02340763","HOPPER SCALE SUPPORT","תומך להופר שקילה","Inactive","Retirement","Buy","","",0
"PLS","02340765","HOPPER SCALE SHUT OFF","סגר להופר שקילה","Inactive","Retirement","Buy","","",0
"PLS","02340780","MALE TROUGH SET 3 METERS","סט תעלה 3 מטר למאביס זכרים","Inactive","Retirement","Buy","","",0
"PLS","02340782","MALE TROUGH 3 METER","תעלה 3 מטר למאביס זכרים","Inactive","Retirement","Buy","","",0
"PLS","02340784","MALE TROUGH  ANTI-PERCH SUPPORT.","תומך אנטי פרצ'  לתעלת מאביס זכרים.","Inactive","Retirement","Buy","","",0
"PLS","02340786","MALE TROUGH ANTI-PERCH PIPE","צינור אנטי פרצ' לתעלת מאביס זכרים","Inactive","Retirement","Buy","","",0
"PLS","02340790","DIVISION PLATE W/ COVER SET FOR MINI-HOPPER 2C/MS W/O TRACTION SET","DIVISION PLATE W/ COVER SET FOR MINI-HOPPER 2C/MS W/O TRACTION SET","Active","Production","Buy","","",0
"PLS","02340791","DIVISION W/ COVER FOR HOPPER TWO LINE TWO WAY W/O TRACTION SET","DIVISION W/ COVER FOR HOPPER TWO LINE TWO WAY W/O TRACTION SET","Active","Production","Buy","","",0
"PLS","02340801","HAND GRIZ PUMP  HP 0.5 KG","משאבה גריז  ידנית 0.5 ק""ג","Inactive","Retirement","Buy","","",0
"PLS","02340802","HEXAGONAL  SOCKET 16 MM","מפתח בוקסה  משושה 16 מ""מ","Inactive","Retirement","Buy","","",0
"PLS","02340803","REVRESIBLE  RATCHET","ידית פתיחה  סגירה רצ'ט","Inactive","Retirement","Buy","","",0
"PLS","02340804","SOCKET  HOPPER LEG ADAPTOR","מפתח כוון רגל  הופר מאביס שרשרת","Inactive","Retirement","Buy","","",0
"PLS","02340805","GREASE MULTIPURPOSE MPA-2 500GR","שמן גירוז 500 גרם MPA -2","Inactive","Retirement","Buy","","",0
"PLS","02340810","CHAIN FEEDER MAINTENCE KIT","קיט תחזוקה למאביס שרשרת","Inactive","Retirement","Buy",0.746,"",0
"PLS","02340901","ONE LINE MINI-HOPPER - BODY WELD","גוף מולחם למיני הופר קו אחד","Inactive","Retirement","Buy","","",0
"PLS","02340911","AUXILIARY (FILL ONLY) MINI-HOPPER BODY","גוף מיני הופר נוסף(למילוי)","Inactive","Retirement","Buy","","",0
"PLS","02340920","NOT ACTIVE-ONE LINE MINI-HOPPER EXTENSION COM","NOT ACTIVE--מאריך למיני הופר קו יחיד  קומ","Inactive","Retirement","Buy","","",0
"PLS","02340921","NOT ACTIVE-ONE LINE MINI-HOPPER EXTENSION - FRONT PANEL","NOT ACTIVE--לוח קדמי למאריך מיני הופר קו יחיד","Inactive","Retirement","Buy","","",0
"PLS","02340922","ADJUSTABLE BAR FOR MINI-HOPPER LEG","לוח מתכוונן לרגל מיני הופר","Inactive","Retirement","Buy","","",0
"PLS","02340924","NOT ACTIVE-MINI-HOPPER LEG SET","NOT ACTIVE--ערכת רגל למיני הופר","Inactive","Retirement","Buy","","",0
"PLS","02340931","TWO LINES TWO WAY MINI-HOPPER - BODY WELD","גוף מולחם מיני הופר שני קווים דו כיווני","Inactive","Retirement","Buy","","",0
"PLS","02340933","MINI HOPPER CORNER PLATE","פלטה פינתית למיני הופר","Inactive","Retirement","Buy","","",0
"PLS","02340940","MINI HOPPER LEG HEIGTH ADJUST KIT","ערכת כיוון גובה רגל למיני הופר","Inactive","Retirement","Buy","","",0
"PLS","02340941","NOT ACTIVE-TWO LINES ONE WAY MINI-HOPPER - BODY WELD","NOT ACTIVE--גוף מולחם מיני הופר שני קווים חד כיווני","Inactive","Retirement","Buy","","",0
"PLS","02340950","MINI HOPPER EXTENSION COVER 1C SET","סט מכסה למאריך מיני הופר","Inactive","Retirement","Buy","","",0
"PLS","02340951","NOT ACTIVE- ONE LINE MINI-HOPPER EXTENSION COVER","NOT ACTIVE-- מכסה למאריך מיני הופר בודד","Inactive","Retirement","Buy","","",0
"PLS","02340952","TWO LINE MINI-HOPPER (650L) EXTENSION - SIDE PANEL","לוח צד למאריך מיני הופר שני קווים","Inactive","Retirement","Buy","","",0
"PLS","02340953","TWO LINE MINI-HOPPER EXTENSION (650L) W/O DIVISION PLATE COM.","מאריך מיני הופר שני קווים (650L)  קומ ללא לוח מחיצה .","Inactive","Retirement","Buy","","",0
"PLS","02340954","TWO LINE MINI-HOPPER (650L) EXTENSION W/O DIVISION - FRONT PANEL","לוח קדמי למאריך מיני הופר שני קווים  ללא מחיצה","Active","Production","Buy","","",0
"PLS","02350000","NOT ACTIVE- GALV. STEEL CABEL 1/19 6MM(PER 1 METER)","NOT ACTIVE-- כבל 6mm 1/19 מגולוון (לפי מטר)","Inactive","Retirement","Buy","","",0
"PLS","02350007","FREQUENCY CONVERTER 0.75 HP","ממיר תדר 0.75 כ""ס","Active","Production","Buy","","",0
"PLS","02350008","SAFETY LABEL FOR ELECTRIC BOX GENERAL USE","מדבקת בטיחות לקופסת חשמל כללי","Active","Production","Buy","","",0
"PLS","02350012","PROXIMITY SENSOR FOR CHICKSTART SET","ערכת גשש קרבה למאביסון","Active","Production","Buy",0.514,"MAS",24
"PLS","02350016","T SHAPED PROXIMITY SENSOR","גשש קרבה בצורת T","Active","Production","Buy",0.36,"",0
"PLS","02350017","PCP2 ROUND BASE FOR T-SHAPE PROXIMITY SENSOR","PCP2 תושבת עגולה לגשש קרבה בצורת טי","Active","Production","Buy","","",0
"PLS","02350018","PRESSURE SENSOR 0-4 BAR (FOR WOD CONTROLLER)","מתמר לחץ 0-4 בר (לבקר עצמאי לWOD)","Active","Production","Buy","","",0
"PLS","02350031","GALVANIZED  WIRE N12 (2,77MM)","(2.77MM) כבל מגולוון מס.12","Inactive","Retirement","Buy",0.016,"",0
"PLS","02350032","GALVANIZED WIRE N16 (1,65MM)","(1.65MM) כבל מגולוון מס.16","Inactive","Retirement","Buy","","",0
"PLS","02350033","GALVANIZED WIRE N18  (1,24MM)","(1.24MM) כבל מגולוון מס.18","Inactive","Retirement","Buy","","",0
"PLS","02350037","NOT ACTIVE- SUSPENSION POINT FOR  CURTAIN KIT","NOT ACTIVE-- ערכת נקודת תליה לוילון","Inactive","Retirement","Make","","MAS",0
"PLS","02350040","CURTAIN CLOTH SQR/METER-YELLOW 120G/M2 W/SEAM","בד וילון  צהוב  120גרמ/מ""ר","Inactive","Retirement","Buy","","",0
"PLS","02350050","CURTAIN CLOTH SQR/METER-BLUE 120G/M2 W/SEAM","בד וילון כחול 120גרם/מ""ר","Inactive","Retirement","Buy","","",0
"PLS","02350060","CURTAIN CLOTH SQR/METER-BLACK/GREY 230G/M2 W/SEAM","בד וילון שחור/אפור 230גרם/מ""ר","Inactive","Retirement","Buy","","",0
"PLS","02350061","BOUBLE LAMINATED PLASTIC TISSUE BLACK 190G/M2","בד וילון שחור למינציה כפולה 190גרם/מ""ר","Inactive","Retirement","Buy","","",0
"PLS","02350062","CURTAIN CLOTH SQR/METER-WHITE 120G/M2 W/SEAM","בד וילון לבן למינציה בודדת 120גרם/מ""ר","Inactive","Retirement","Buy","","",0
"PLS","02350063","NO LAMINATED PLASTIC TISSUE YELLOW 90G/M","בד וילון צהוב ללא למינציה 90גרם/מ""ר","Inactive","Retirement","Buy","","",0
"PLS","02350064","NO LAMINATED PLASTIC TISSUE BLUE 90G/M2","בד וילון כחול ללא למינציה 90גרם/מ""ר","Inactive","Retirement","Buy","","",0
"PLS","02350065","SINGLE LAMINATED PLASTIC TISSUE CLEAR 120G/M2","בד וילון שקוף למינציה בודדת 120גרם/מ""ר","Inactive","Retirement","Buy","","",0
"PLS","02350070","NOT ACTIVE- CURTAIN DROP SET","NOT ACTIVE-- סט מפיל וילון","Inactive","Retirement","Buy","","MAS",0
"PLS","02350092","MALE/FEMALE PLASTIC RING FOR CURTAIN DRESS","טבעת פלסטית זכר/נקבה לשמלת וילון","Active","Production","Buy","","MAS",200
"PLS","02350111","NOT ACTIVE- WHITE CURTAIN CLOTH (PER M2)","NOT ACTIVE-- בד וילון רב חוזק לבן תפור(מ""ר)","Inactive","Retirement","Buy","","",0
"PLS","02350112","NOT ACTIVE- BLACK CURTAIN CLOTH (PER M2)","NOT ACTIVE-- בד וילון רב חוזק שחור תפור(מ""ר)","Inactive","Retirement","Buy","","MAS",0
"PLS","02350113","WOOD SCREW HEXAGONAL HEAD 5/16""X3.1/2","בורג עץ משושה 5/16""-3.1/2""","Active","Production","Buy","","",0
"PLS","02350118","NOT ACTIVE- GREEN TRANSPARENT MULTI STRENGTH CURTAIN (SQ/M)","NOT ACTIVE-- וילון רב חוזק ירוק (ממ""ר)","Inactive","Retirement","Buy","","",0
"PLS","02350119","NOT ACTIVE- TRANSPARENT MULTI STRENGTH CURTAIN (SQ/M)","NOT ACTIVE-- וילון רב חוזק שקוף (ממ""ר)","Inactive","Retirement","Buy","","",0
"PLS","02350120","NOT ACTIVE- INSULATED TUNNEL CURTAIN 180/120 (BY M² )","NOT ACTIVE-- וילון מבודד מנהרה 180/120  (ממ""ר)","Inactive","Retirement","Buy","","",0
"PLS","02350121","INSULATED CURTAIN 180/120 (BY M² )","וילון מבודד 180/120 1(ממ""ר)","Active","Production","Buy","","",0
"PLS","02350122","NOT ACTIVE- UPPER FOLD FOR CURTAIN  260G SILVER (BY M² )","NOT ACTIVE-- שמלה עליונה לוילון  260 גר' כסוף (ממ""ר)","Inactive","Retirement","Buy","","",0
"PLS","02350123","SIDE POCKET FOR CURTAIN (BY M²)","כונס צד לוילון רוחב (לפי מ""ר)","Active","Production","Buy","","",0
"PLS","02350124","NOT ACTIVE- DOUBLE LAMINATED SILVER CURTAIN 240 G/M W/RIBBON","NOT ACTIVE-- בד וילון כסוף למינציה כפולה 240 גרם/מטר כולל סרט חיזוק","Inactive","Retirement","Buy","","",0
"PLS","02350125","INSULATED COVER FOR 50"" FAN","כיסוי מבודד למאורר ""50","Active","Production","Buy","","",0
"PLS","02350126","INSULATED COVER FOR 36"" FAN","כיסוי מבודד למאורר ""36","Active","Production","Buy","","",0
"PLS","02350140","NOT ACTIVE- FAST ALUM.MOTOR 0.5HP W60-1-E 5.6 RPM ELRAM","NOT ACTIVE-- מנוע אלומיניום מהיר W60-1-E  0.5 כ""ס  5.6 סל""ד אלרם","Inactive","Retirement","Buy","","",0
"PLS","02350141","GEAR MOTOR FOR CURTAIN 0.37KW 2.8 RPM ELRAM","מנוע לוילון 0.37 קילוואט 2.8 סל""ד אלרם","Active","Production","Buy",17.8,"",0
"PLS","02350142","ADAPTOR FOR CURTAIN GEAR -ELRAM","מתאם למנוע וילון -אלרם","Active","Production","Buy",0.486,"MAS",200
"PLS","02350143","NOT ACTIVE- CURTAIN FLEXIBALE POWER TRANSMITION","NOT ACTIVE-- מפרק קרדן לוילון","Inactive","Retirement","Buy","","",0
"PLS","02350144","GALV. RULER 1 MM FOR CURTAIN ?(PER METER","סרגל שטוח פח מגולוון לוילון 1 מ""מ (למטר","Active","Production","Buy","","",0
"PLS","02350150","NOT ACTIVE- PASSIVE CURTAIN DROP 5.8 RPM","NOT ACTIVE-- מפיל וילון פסיבי  מהיר 5.8 סל""ד","Inactive","Retirement","Buy","","",0
"PLS","02350151","NOT ACTIVE- ACTIVE CURTAIN DROP SET","NOT ACTIVE-- סט מפיל וילון אקטיבי","Inactive","Retirement","Buy","","",0
"PLS","02350160","GALV PIPE 1"" (2.9MM) FOR TUNNEL CURTAIN (PER METER)","צינור ""1 מגולוון לוילון מנהרה (עובי דופן 2.9 ממ)(מטר)","Active","Production","Buy","","",0
"PLS","02350161","GALV. PIPE 1/2"" FOR UPPER FOLD CURTAIN (PER 6 METER)","צינור 1/2""  מגולוון לשמלה עליונה (6 מטר)","Active","Production","Buy","","",0
"PLS","02350162","GALV. PIPE 3/4"" FOR CURTAIN(PER 6 METER)","צינור 3/4"" מגולוון לוילון אורך (6 מטר)","Active","Production","Buy","","",0
"PLS","02350169","BRASS BEARING FOR 1"" PIPE FOR CURTAIN","מיסב נחושת לצינור ""1 לוילון","Active","Production","Buy","","",0
"PLS","02350170","OCOLON BEARING 1"" FOR CURTAIN","מיסבי אוקולון 1"" לוילון","Active","Production","Buy",0.356,"MAS",100
"PLS","02350171","(SQUARE METAL PROFILE 50MM FOR CURTAIN (PER METER","פרופיל מרובע 50 ממ לוילון (לפי מטר)","Active","Production","Buy","","",0
"PLS","02350172","TIN PROFILE RIZCALLA WITH PVC LOCKING PER METER","פרופיל פח ריזקאללה עם נעילת PVC (מטר).","Active","Production","Buy","","",0
"PLS","02350173","WOODEN RULER 40X40 FOR CURTAIN LOCKING PER METER","לטה עץ 40×40 לעיגון הוילון (מטר).","Active","Production","Buy","","",0
"PLS","02350174","NOT ACTIVE- RESTRICTION RIBBON FOR CURTAIN (BY METER)","NOT ACTIVE-- סרט להגבלת הוילון (מטר)","Inactive","Retirement","Buy","","MAS",0
"PLS","02350175","JAMBO BUSHING EYE HOOK 8 mm FOR CURTAIN","דיבל ג'מבו וו עין 8 מ""מ לוילון","Active","Production","Buy",0.058,"MAS",320
"PLS","02350176","NOT ACTIVE- ISOLATING  SANDWICH PANEL PO 40 MM PER METER","NOT ACTIVE-- פנל מבודד פוליאורטן  40 ממ 1מטר","Inactive","Retirement","Buy","","",0
"PLS","02350177","HAMMERING SCREW 8MM-60 FOR CURTAIN","בורג דפיקה 8 מ""מ- 60.","Active","Production","Buy","","",0
"PLS","02350178","PLASTER GALV DRILLING SCREW 3.5X25 FOR  RIZKALLA","בורג גבס מגולוון קודח 3.5×25 לפרופיל ריזקאללה","Active","Production","Buy","","",0
"PLS","02350179","NOT ACTIVE- WOODEN RULER 25X50X510 CM FOR CURTAINS","NOT ACTIVE-- לטה עץ 25×50×510 סמ","Inactive","Retirement","Buy","","",0
"PLS","02350180","HAMMERING SCREW FOR LATA 8X100 FOR CEMENT","בורג דפיקה ללטה 8×100 לבטון","Active","Production","Buy","","MAS",1000
"PLS","02350181","DRILLING SCREW FOR WOODEN LATA 1/4""X3""","בורג קודח ללטה 1/4×""3","Active","Production","Buy","","",0
"PLS","02350182","WOOD SCREW 5X20MM","בורג סיבית 5×20ממ","Active","Production","Buy","","",0
"PLS","02350183","NOT ACTIVE- ANCHOR SCREW 10X90 FOR CEMENT","NOT ACTIVE-- בורג עוגן חץ 10×90 לבטון","Inactive","Retirement","Buy","","",0
"PLS","02350184","NOT ACTIVE- ANCHOR SCREW 12X110 FOR CEMENT","NOT ACTIVE-- בורג עוגן חץ 12×110 לבטון","Inactive","Retirement","Buy","","",0
"PLS","02350185","HEXAGONAL SCREW M12X60MM","בורג ראש משושה 12ממ×60ממ","Active","Production","Buy","","",0
"PLS","02350186","NUT 12MM","אום 12ממ","Active","Production","Buy","","",0
"PLS","02350187","WING NUT 12MM","אום פרפר 12ממ","Active","Production","Buy","","",0
"PLS","02350188","SET SCREW(ALLEN SCREW W/O HEAD) M12×20MM BLACK","בורג אלן ללא ראש 12ממ×20ממ שחור","Active","Production","Buy","","",0
"PLS","02350189","WOOD SCREW 5X40MM","בורג סיבית 5×40 ממ","Active","Production","Buy","","",0
"PLS","02350192","NOT ACTIVE- CONCRETE  CONTRACTOR WORK BY M2 -not active replaced by EX_02350192","NOT ACTIVE-- עבודת קבלן בטון לפי מ""ר","Inactive","Retirement","Buy","","",0
"PLS","02350200","NOT ACTIVE- PROXIMITY SENSOR CPSI 30 AC 220 V","NOT ACTIVE-- גשש קרבה קיבולי 30 מ""מ AC 220 וולט 2 גידים, חיבור מהיר, לא חלק.","Inactive","Retirement","Buy",0.23,"",0
"PLS","02350202","PROXIMITY SENSOR 18MM DOL 22-60(SKOV)","גשש קרבה קיבולי 18 מ""מ דגם DOL 22-60(סקוב)","Active","Production","Buy","","",0
"PLS","02350203","PROXIMITY SENSOR 30MM DOL 25 W/ TIMER(SKOV)","גשש קרבה קיבולי 30 מ""מ דגם DOL 25 עם טיימר (סקוב)","Active","Production","Buy",0.23,"MAS",160
"PLS","02350205","PROXIMITY SENSOR 18MM DOL 22-60(SKOV) KIT","ערכת גשש קרבה קיבולי 18 מ""מ דגם DOL 22-60(סקוב)","Active","Production","Make",0.12,"MAS",320
"PLS","02350206","NOT ACTIVE-PROXIMITY SENSOR 18MM KIT","NOT ACTIVE-ערכת גשש קרבה קיבולי 18 מ""מ","Inactive","Retirement","Make","","",0
"PLS","02350207","PROXIMITY SENSOR 30MM NO\NC SW2 (AGRO)","גשש קרבה קיבולי 30 מ""מ NC/NO דגם SW2 (אגרו)","Active","Production","Buy",0.258,"MAS",90
"PLS","02350208","PROXIMITY SENSOR 30MM NO\NC SET","ערכת גשש קרבה קיבולי 30 מ""מ  NC/NO","Active","Production","Make",0.34,"MAS",80
"PLS","02350217","PHOTOELECTRIC SENSOR W/REFLECTOR AC/DC 24-220V 10 M","עין מול רפלקטור AC/DC 24-220V טווח חישה עד 10 מטר","Active","Production","Buy","","MAS",100
"PLS","02350233","PCP2 SMARTBOX ELECTRICAL BOARD","PCP2 כרטיס אלקטרוני לקופסה חכמה","Active","Production","Buy","","",0
"PLS","02350234","NOT ACTIVE-PROXIMITY SENSOR 30MM NO\NC SW2 (AGRO)","NOT ACTIVE-PROXIMITY SENSOR 30MM NO\NC SW2 (AGRO)","Inactive","Retirement","Buy","","",0
"PLS","02350235","PCP2 SMARTBOX ELECTRICAL BOARD USA","PCP2 כרטיס אלקטרוני לקופסה חכמה - ארה""ב","Active","Production","Buy","","",0
"PLS","02350236","PLASTIC THREADING SCREWS - PT 3X6 (DT3903006)","בורג 3X6 קודח לפלסטיק (מקט יצרן פן פיל לפלס' מצ' 3X6 PT , DT3903006)","Active","Production","Buy","","",0
"PLS","02352001","PLASTIC BUSHING 10MM","דיבל פלסטיק 10ממ","Active","Production","Buy","","",0
"PLS","02353000","NOT ACTIVE- PLASSON LOGO PANEL FOR HOUSE","NOT ACTIVE-- שלט פח לוגו ללול","Inactive","Retirement","Buy","","",0
"PLS","02353001","NOT ACTIVE- CONCRETE B-200 FOR SMOOTHNESS (PER M3)","NOT ACTIVE-- בטון  ליציקה ב-200 עדס להחלקה(למ""ק)","Inactive","Retirement","Buy","","",0
"PLS","02353003","NOT ACTIVE- CONCRETE B-300/ 4  (PER M3)","NOT ACTIVE-- בטון  ליציקה ב-300  רגיל שקיעה 4(למ""ק)","Inactive","Retirement","Buy","","",0
"PLS","02353010","NOT ACTIVE- WATER CONTROLLER 1"" GALCON","NOT ACTIVE-- בקר השקייה ""1 גלקון","Inactive","Retirement","Buy","","",0
"PLS","02353011","NOT ACTIVE- CONSTRUCTION METAL  ROD 6 MM (PER M)","NOT ACTIVE-- מוט ברזל בנין 6 מ""מ(למטר","Inactive","Retirement","Buy","","",0
"PLS","02353012","NOT ACTIVE- CONSTRUCTION METAL  ROD 8 MM (PER M)","NOT ACTIVE-- מוט ברזל בנין 8 מ""מ(למטר","Inactive","Retirement","Buy","","",0
"PLS","02353013","NOT ACTIVE- CONSTRUCTION  METAL ROD 10 MM (PER M)","NOT ACTIVE-- מוט ברזל בנין 10 מ""מ(למטר","Inactive","Retirement","Buy","","",0
"PLS","02353021","NOT ACTIVE- CONCRETE  WIRE MESH 5.5MM@20X20 (2.5X6M)","NOT ACTIVE-- רשת  זיון בטון 5.5@20X20(ליח'2.5X6)","Inactive","Retirement","Buy","","",0
"PLS","02353023","NOT ACTIVE- CONCRETE  WIRE MESH 8MM@20X20 (2.5X6M)","NOT ACTIVE-- רשת זיון  בטון 8@20X20(ליח'2.5X6)","Inactive","Retirement","Buy","","",0
"PLS","02353031","NOT ACTIVE- CONCRETE WORK  STEEL WIRE 1.5 MM (PER M)","NOT ACTIVE-- חוט ברזל לבנין 1.5 מ""מ(למטר","Inactive","Retirement","Buy","","",0
"PLS","02353032","EXHAUST FAN 54"" W/CONE 1.5HP 3PH 220V 60HZ (PR) COM","מאוורר יניקה ""54 עם קונוס 1.5 כ""ס 3 פ 220 וולט 60 הרץ קומ.","Active","Production","Buy","","",0
"PLS","02353033","NOT ACTIVE- CONCRETE BREAKER  ANGELS 1.5*30*20MM (PER 3.9M)","NOT ACTIVE-- זויתנים מגוולונים שוברי יציקת בטון  1.5*30*20מ""מ (3.9מטר)","Inactive","Retirement","Buy","","",0
"PLS","02353050","DRAINING DRAWER TROUGH","פתח ניקוז למבנה","Active","Production","Buy","","",0
"PLS","02353051","DRAINING DRAWER 17-22CM COM","מגירת ניקוז למבנה 17-22 ס""מ קומ.","Active","Production","Make","","",0
"PLS","02353052","DRAINAGE DRWER LEG","רגלי מגירת ניקוז","Active","Production","Buy","","",0
"PLS","02353053","DRAINAGE DRWER FRONT PANEL","לוח קדמי למגירת ניקוז","Active","Production","Buy","","",0
"PLS","02353054","DRAINAGE DRWER LOCKER","נועל מגירת ניקוז","Active","Production","Buy","","",0
"PLS","02353100","NOT ACTIVE- POLYURITHENE FOAM","NOT ACTIVE-- פוליאוריתן להקצפה.","Inactive","Retirement","Buy","","",0
"PLS","02353101","NOT ACTIVE- PLASTIC SHEET FOR FOAMING (BY KG)","NOT ACTIVE-- יריעת פלסטיק לכיסוי להקצפה (לפי ק""ג)","Inactive","Retirement","Buy","","",0
"PLS","02353101XXX","NOT ACTIVE-PLASTIC SHEET FOR FOAMING(BY KG)","NOT ACTIVE-יריעת פלסטיק לכיסוי להקצפה(לפי קג)-","Inactive","Retirement","Buy","","",0
"PLS","02353102","NOT ACTIVE- GALVANIZED SPRAY SILVER","NOT ACTIVE-- ספריי גילוון קר כסף","Inactive","Retirement","Buy","","",0
"PLS","02353103","NOT ACTIVE- PAINT","NOT ACTIVE-- צבע סופרקריל","Inactive","Retirement","Buy","","",0
"PLS","02353104","NOT ACTIVE- SIKAFLEX FOR FAN FRAME SEALER","NOT ACTIVE-- סיקהפלקס לאיטום מסגרת מאורר","Inactive","Retirement","Buy",0.444,"MAS",0
"PLS","02353105","NOT ACTIVE- HANDY CAN OF POLYURITHENE FOAM","NOT ACTIVE-- מיכל קצף פוליאורתן ידני","Inactive","Retirement","Buy",0.748,"MAS",0
"PLS","02353110","NOT ACTIVE- SEALING TAPE EPDM 5*15 (PER METER)","NOT ACTIVE-- סרט אטימה דביק EPDM 5*15 מ""מ (מטר)","Inactive","Retirement","Buy","","",0
"PLS","02353111","SEALING TAPE 350 5*15 GA (PER METER)","סרט אטימה דביק 350 GA 5*15 מ""מ (מטר)","Active","Production","Buy","","",0
"PLS","02353112","NOT ACTIVE- PAINT REMOVER 1 LITER","NOT ACTIVE-- מסיר צבע טמבור 1 גלון","Inactive","Retirement","Buy","","",0
"PLS","02353113","NOT ACTIVE- OVEN PAINT 650? 1 GALON","NOT ACTIVE-- צבע תנור 650 מעלות -1 גלון","Inactive","Retirement","Buy","","",0
"PLS","02353114","NOT ACTIVE- CONOLITE SHEET (LA500-2)","NOT ACTIVE-- יריעת קונוליט מצמר סלעים (LA500-2)","Inactive","Retirement","Buy","","",0
"PLS","02353115","NOT ACTIVE- CONOLITE GLUE (IN421-1)","NOT ACTIVE-- דבק קונוליט (IN421-1)","Inactive","Retirement","Buy","","",0
"PLS","02353116","NOT ACTIVE- METAL SHIELD FOR STRING PROTECTION","NOT ACTIVE-- תעלת הגנה למיתרים מפח","Inactive","Retirement","Buy","","",0
"PLS","02353150","BRIDGE PLATE FOR CONNECTING FETA","פלח גישור פטת רוכב","Active","Production","Buy",0.596,"MAS",100
"PLS","02353151","NOT ACTIVE- GALV. C BEAM 100MM×40MM×2.5MM(PER METER)","NOT ACTIVE-- פטה C מגולוונת 100ממ×40ממ×2.5ממ (למטר)","Inactive","Retirement","Buy","","",0
"PLS","02353152","ELBOW TIN 1X40X30X1380 WITH CORNER 45","פח מכופף 1X40X30X1380 עם פינה 45","Active","Production","Buy","","",0
"PLS","02353153","NOT ACTIVE- WINDOW FOR COOLPADS ROOM","NOT ACTIVE-- חלון לפרוזדור מזרון לח","Inactive","Retirement","Buy","","",0
"PLS","02353154","NOT ACTIVE- VIEW WINDOW FOR HOUSE","NOT ACTIVE-- חלון תצפית ללול","Inactive","Retirement","Buy","","",0
"PLS","02353155","NOT ACTIVE- BLACK METAL TUBE 4"" 3.25MM (PER METER)","NOT ACTIVE-- צינור ברזל שחור ""4  3.25 ממ (לפי מטר)","Inactive","Retirement","Buy","","",0
"PLS","02353156","NOT ACTIVE- BLACK METAL TUBE 4"" 2.2MM (PER METER)","NOT ACTIVE-- צינור ברזל שחור ""4  2.2ממ (לפי מטר)","Inactive","Retirement","Buy","","",0
